emprestimo_id,livro_id,cliente_id,data_emprestimo,data_devolucao,status
3778,151,299,2023-05-28,2023-06-05,atrasado
3779,166,237,2020-08-06,,ativo
3780,101,70,2022-09-23,,ativo
3781,99,14,2023-08-09,2023-08-30,finalizado
3782,151,42,2022-04-04,,ativo
3783,52,32,2021-05-18,2021-06-10,finalizado
3784,163,254,2022-01-20,2022-02-01,atrasado
3785,144,167,2020-02-04,2020-03-01,atrasado
3786,127,83,2023-12-29,2024-01-05,finalizado
3787,61,44,2021-11-04,2021-11-10,atrasado
3788,48,297,2021-09-18,,ativo
3789,7,204,2023-07-28,2023-08-24,finalizado
3790,147,284,2023-08-26,,ativo
3791,155,68,2023-06-09,,ativo
3792,89,144,2023-12-23,,ativo
3793,48,63,2021-04-03,,ativo
3794,91,2,2022-02-25,,ativo
3795,183,34,2023-10-14,2023-11-12,finalizado
3796,197,94,2022-01-28,2022-02-18,atrasado
3797,142,179,2022-09-22,,ativo
3798,152,67,2021-02-03,,ativo
3799,153,230,2023-03-05,2023-03-11,atrasado
3800,21,285,2021-01-31,2021-02-06,finalizado
3801,11,255,2021-01-26,2021-02-13,atrasado
3802,57,135,2020-03-16,,ativo
3803,50,27,2021-03-17,2021-04-15,finalizado
3804,14,95,2021-06-14,2021-06-17,finalizado
3805,15,155,2023-10-27,2023-11-26,finalizado
3806,131,94,2022-04-15,,ativo
3807,81,26,2023-12-29,,ativo
3808,99,154,2023-12-06,2023-12-21,atrasado
3809,12,54,2021-10-09,2021-10-17,atrasado
3810,119,167,2020-11-08,2020-11-24,atrasado
3811,198,258,2020-12-20,2021-01-17,finalizado
3812,100,280,2021-08-11,2021-08-29,atrasado
3813,9,232,2023-01-13,2023-02-08,atrasado
3814,17,231,2021-04-22,,ativo
3815,84,194,2022-06-03,,ativo
3816,166,38,2023-02-10,2023-02-28,atrasado
3817,20,91,2020-05-06,2020-05-14,atrasado
3818,173,141,2022-01-25,2022-02-24,finalizado
3819,27,9,2021-05-03,2021-05-09,finalizado
3820,85,217,2023-09-05,2023-09-18,atrasado
3821,12,196,2020-08-16,2020-08-25,finalizado
3822,181,261,2023-01-20,2023-02-17,finalizado
3823,60,32,2022-04-24,,ativo
3824,192,217,2020-04-08,2020-05-01,finalizado
3825,192,114,2021-07-03,2021-07-25,finalizado
3826,96,156,2020-08-14,2020-08-15,finalizado
3827,92,25,2023-11-01,2023-11-19,atrasado
3828,106,293,2021-05-16,,ativo
3829,146,224,2022-10-11,2022-10-27,atrasado
3830,83,269,2022-12-22,2022-12-29,finalizado
3831,194,136,2021-08-02,2021-08-04,atrasado
3832,69,283,2022-03-08,2022-04-06,finalizado
3833,58,31,2023-05-23,,ativo
3834,166,204,2021-11-09,2021-12-06,atrasado
3835,65,103,2021-12-06,2021-12-27,atrasado
3836,64,295,2022-03-29,2022-04-20,atrasado
3837,6,205,2020-04-23,2020-05-08,finalizado
3838,33,128,2022-03-28,2022-04-26,finalizado
3839,65,207,2023-12-30,2024-01-09,atrasado
3840,177,116,2023-03-29,,ativo
3841,79,92,2021-05-28,,ativo
3842,200,1,2023-05-31,2023-06-15,atrasado
3843,93,125,2020-01-24,2020-01-26,atrasado
3844,169,189,2021-01-18,,ativo
3845,180,184,2023-04-08,2023-04-26,atrasado
3846,161,288,2022-05-10,2022-05-22,finalizado
3847,32,154,2021-09-16,2021-09-19,atrasado
3848,125,86,2020-09-08,2020-09-16,atrasado
3849,66,1,2021-06-03,2021-06-06,finalizado
3850,33,236,2021-10-20,2021-11-11,atrasado
3851,81,240,2022-03-25,2022-04-04,finalizado
3852,6,88,2021-04-30,,ativo
3853,154,127,2023-10-04,2023-10-21,finalizado
3854,185,218,2023-11-10,2023-11-16,finalizado
3855,54,85,2022-02-07,,ativo
3856,151,43,2022-09-10,,ativo
3857,187,57,2023-01-24,,ativo
3858,90,50,2021-07-03,2021-08-02,atrasado
3859,19,73,2020-01-07,,ativo
3860,175,296,2023-04-19,2023-05-11,finalizado
3861,59,285,2021-12-19,2021-12-21,atrasado
3862,199,9,2023-11-02,2023-11-21,atrasado
3863,111,8,2021-11-29,2021-12-20,finalizado
3864,120,178,2022-09-04,,ativo
3865,181,46,2023-03-27,2023-04-02,atrasado
3866,128,184,2023-09-15,,ativo
3867,114,264,2022-07-25,2022-08-04,finalizado
3868,143,141,2022-02-26,2022-03-02,finalizado
3869,127,190,2023-01-12,2023-02-11,atrasado
3870,119,229,2021-04-09,2021-04-28,finalizado
3871,168,58,2021-11-05,,ativo
3872,85,289,2021-08-31,2021-09-02,atrasado
3873,142,193,2022-04-20,2022-04-22,atrasado
3874,6,206,2023-01-02,2023-01-16,finalizado
3875,17,18,2020-02-23,,ativo
3876,110,67,2021-08-22,,ativo
3877,5,24,2023-11-13,,ativo
3878,120,243,2020-01-25,2020-02-06,finalizado
3879,7,147,2023-12-01,,ativo
3880,75,256,2020-04-07,2020-04-20,finalizado
3881,27,99,2023-04-09,,ativo
3882,25,14,2022-01-02,2022-01-13,atrasado
3883,165,162,2022-04-23,2022-05-08,finalizado
3884,105,12,2021-05-07,2021-05-31,atrasado
3885,37,143,2020-09-12,,ativo
3886,72,293,2023-04-21,2023-05-10,atrasado
3887,6,175,2023-12-08,,ativo
3888,72,80,2021-12-26,2022-01-01,atrasado
3889,167,13,2020-10-04,,ativo
3890,159,232,2021-10-10,2021-10-17,atrasado
3891,126,92,2020-02-20,2020-03-06,atrasado
3892,23,240,2023-07-06,,ativo
3893,173,181,2021-06-27,2021-07-05,atrasado
3894,15,264,2022-06-09,,ativo
3895,70,290,2023-07-18,2023-08-11,finalizado
3896,162,273,2020-05-08,2020-05-09,finalizado
3897,133,152,2023-03-27,,ativo
3898,46,10,2023-10-21,2023-11-08,finalizado
3899,138,72,2020-05-21,2020-06-03,atrasado
3900,193,191,2023-06-03,2023-06-19,finalizado
3901,122,66,2022-05-03,2022-05-17,finalizado
3902,157,13,2020-08-01,2020-08-22,finalizado
3903,131,244,2020-12-07,2020-12-13,finalizado
3904,200,105,2023-08-02,,ativo
3905,190,33,2021-07-30,2021-08-15,finalizado
3906,167,246,2020-11-18,2020-12-06,atrasado
3907,78,98,2023-07-05,2023-07-29,atrasado
3908,69,142,2022-08-14,2022-09-08,finalizado
3909,27,53,2020-03-25,2020-04-23,atrasado
3910,98,243,2020-03-16,,ativo
3911,52,95,2023-02-22,,ativo
3912,6,122,2022-10-29,,ativo
3913,24,228,2020-12-27,,ativo
3914,113,22,2021-07-21,2021-07-24,finalizado
3915,6,202,2020-05-14,2020-06-10,finalizado
3916,124,214,2021-01-23,,ativo
3917,161,63,2022-04-09,2022-05-02,finalizado
3918,103,129,2020-01-04,2020-01-14,atrasado
3919,158,271,2020-01-07,,ativo
3920,110,48,2020-04-27,2020-05-20,atrasado
3921,54,165,2023-11-14,2023-12-11,atrasado
3922,155,232,2023-10-05,2023-10-25,atrasado
3923,154,266,2020-04-20,,ativo
3924,34,150,2023-05-25,2023-05-31,atrasado
3925,139,138,2023-10-10,,ativo
3926,21,224,2022-05-09,2022-05-30,finalizado
3927,89,241,2020-07-16,,ativo
3928,128,196,2023-11-23,,ativo
3929,192,205,2021-04-08,2021-04-25,finalizado
3930,107,193,2023-07-19,2023-08-10,atrasado
3931,13,141,2020-05-25,2020-05-29,atrasado
3932,151,223,2023-06-03,,ativo
3933,124,58,2023-04-19,2023-04-27,finalizado
3934,42,196,2022-05-20,,ativo
3935,156,167,2022-09-23,2022-10-02,finalizado
3936,175,217,2020-03-29,,ativo
3937,86,294,2023-10-07,,ativo
3938,160,271,2021-01-12,2021-01-30,atrasado
3939,32,182,2023-08-26,,ativo
3940,114,139,2023-09-23,,ativo
3941,6,187,2021-10-12,,ativo
3942,140,107,2021-01-28,,ativo
3943,98,24,2023-01-18,,ativo
3944,108,12,2021-12-04,2021-12-21,finalizado
3945,86,91,2020-08-07,,ativo
3946,166,59,2023-07-12,2023-07-19,atrasado
3947,159,119,2021-11-24,,ativo
3948,19,194,2021-07-12,,ativo
3949,178,88,2022-07-18,,ativo
3950,52,14,2021-10-13,2021-10-21,finalizado
3951,107,161,2022-08-06,2022-08-19,atrasado
3952,178,241,2023-05-05,,ativo
3953,124,21,2022-06-18,2022-07-10,finalizado
3954,161,268,2021-04-15,,ativo
3955,65,150,2022-12-05,2022-12-24,finalizado
3956,186,31,2020-07-21,2020-08-13,atrasado
3957,12,130,2023-07-02,,ativo
3958,88,51,2022-06-02,2022-06-10,atrasado
3959,165,176,2023-06-08,,ativo
3960,187,257,2021-12-07,,ativo
3961,170,255,2020-12-02,2020-12-05,finalizado
3962,80,67,2022-10-03,2022-10-16,atrasado
3963,16,119,2022-08-28,2022-09-11,finalizado
3964,21,267,2022-12-12,2022-12-13,finalizado
3965,137,4,2023-07-16,2023-07-31,finalizado
3966,85,15,2020-06-10,2020-07-03,atrasado
3967,123,20,2020-10-13,,ativo
3968,140,82,2022-01-17,2022-01-21,atrasado
3969,88,166,2022-03-15,2022-03-28,finalizado
3970,17,282,2023-01-17,2023-02-06,finalizado
3971,9,164,2023-12-16,2024-01-15,finalizado
3972,30,186,2023-03-18,2023-04-05,atrasado
3973,121,192,2023-04-10,,ativo
3974,166,145,2020-06-05,,ativo
3975,197,33,2022-09-22,,ativo
3976,68,20,2023-08-18,2023-08-27,atrasado
3977,141,49,2021-06-04,2021-06-25,atrasado
3978,99,118,2021-02-27,2021-03-29,finalizado
3979,175,276,2020-03-13,2020-04-09,finalizado
3980,13,87,2021-12-05,2021-12-27,atrasado
3981,27,230,2021-08-04,2021-08-17,finalizado
3982,119,58,2021-10-03,,ativo
3983,187,188,2022-12-21,2023-01-20,finalizado
3984,70,20,2020-05-08,,ativo
3985,27,25,2022-01-22,,ativo
3986,108,250,2021-05-14,2021-05-28,finalizado
3987,95,136,2021-07-24,2021-08-18,atrasado
3988,35,268,2021-10-31,,ativo
3989,136,203,2023-02-01,,ativo
3990,81,289,2022-06-14,2022-06-24,finalizado
3991,179,263,2020-03-06,,ativo
3992,55,118,2022-01-05,,ativo
3993,186,291,2023-10-30,2023-11-06,finalizado
3994,47,4,2020-05-07,2020-05-24,finalizado
3995,99,293,2022-06-17,,ativo
3996,143,70,2021-12-30,,ativo
3997,23,157,2021-10-22,2021-11-17,atrasado
3998,79,189,2022-02-09,2022-02-11,atrasado
3999,152,112,2022-06-29,2022-07-02,finalizado
4000,116,175,2023-04-29,2023-05-04,atrasado
4001,72,169,2023-09-07,2023-09-20,finalizado
4002,173,250,2022-06-21,2022-07-16,finalizado
4003,133,225,2022-02-23,2022-03-04,atrasado
4004,41,189,2022-06-06,2022-06-27,finalizado
4005,187,91,2022-02-22,2022-03-11,atrasado
4006,26,196,2023-10-06,2023-10-24,atrasado
4007,193,179,2021-06-03,,ativo
4008,60,31,2021-10-14,2021-10-15,finalizado
4009,103,182,2020-03-06,2020-03-20,atrasado
4010,24,160,2020-11-20,2020-12-17,finalizado
4011,151,210,2023-09-01,2023-09-19,atrasado
4012,165,172,2021-03-06,2021-03-29,atrasado
4013,27,204,2022-07-13,2022-07-21,atrasado
4014,150,180,2021-05-09,2021-05-17,atrasado
4015,83,112,2023-03-03,2023-03-20,finalizado
4016,177,39,2022-12-11,,ativo
4017,128,66,2020-06-27,2020-07-15,atrasado
4018,141,59,2023-06-24,2023-07-14,atrasado
4019,150,1,2022-07-08,2022-07-27,atrasado
4020,168,286,2022-10-24,,ativo
4021,30,172,2022-12-12,2023-01-01,atrasado
4022,119,174,2021-07-30,2021-08-25,finalizado
4023,170,232,2022-04-23,2022-04-28,finalizado
4024,16,97,2021-10-23,,ativo
4025,31,58,2020-10-10,2020-10-22,atrasado
4026,44,288,2021-11-04,2021-12-03,atrasado
4027,158,276,2023-04-12,,ativo
4028,2,8,2021-09-29,2021-10-21,finalizado
4029,155,147,2021-07-15,,ativo
4030,44,263,2022-07-06,2022-07-14,atrasado
4031,166,214,2020-10-03,2020-10-08,finalizado
4032,23,1,2022-02-02,2022-02-10,finalizado
4033,158,273,2023-08-05,2023-08-18,finalizado
4034,111,282,2021-04-12,,ativo
4035,36,109,2022-08-30,2022-09-21,finalizado
4036,18,88,2022-06-14,2022-06-28,atrasado
4037,138,145,2021-12-25,2022-01-23,finalizado
4038,176,247,2023-01-08,2023-01-18,atrasado
4039,142,51,2023-11-22,2023-12-06,atrasado
4040,73,159,2021-12-28,2022-01-25,atrasado
4041,16,9,2021-03-03,2021-04-01,atrasado
4042,76,237,2021-12-25,2022-01-17,finalizado
4043,49,98,2020-09-09,,ativo
4044,154,81,2022-03-05,2022-03-25,atrasado
4045,97,102,2023-08-02,,ativo
4046,44,233,2021-05-22,2021-06-06,finalizado
4047,70,18,2021-01-30,2021-02-20,atrasado
4048,83,123,2021-04-20,2021-05-04,atrasado
4049,84,193,2021-07-04,,ativo
4050,174,7,2020-10-17,2020-11-01,finalizado
4051,128,30,2022-08-26,2022-09-16,finalizado
4052,105,207,2021-02-23,,ativo
4053,116,241,2021-06-20,2021-06-22,atrasado
4054,45,295,2022-11-22,2022-11-28,finalizado
4055,24,110,2021-08-27,,ativo
4056,146,156,2020-05-09,,ativo
4057,192,116,2020-07-26,2020-07-30,finalizado
4058,193,14,2021-09-21,,ativo
4059,14,73,2020-03-26,2020-04-05,finalizado
4060,20,203,2021-04-13,,ativo
4061,148,175,2021-04-04,,ativo
4062,184,111,2020-03-23,,ativo
4063,173,217,2022-05-11,,ativo
4064,96,291,2022-06-08,2022-06-17,finalizado
4065,47,253,2020-04-13,,ativo
4066,158,295,2023-02-14,2023-03-01,finalizado
4067,41,190,2021-10-25,2021-11-18,finalizado
4068,4,285,2023-06-29,2023-07-17,atrasado
4069,117,67,2023-07-02,2023-07-12,atrasado
4070,47,269,2020-01-15,,ativo
4071,6,162,2023-12-25,2024-01-12,atrasado
4072,183,33,2021-03-08,2021-03-14,atrasado
4073,156,286,2021-12-07,,ativo
4074,70,137,2022-05-09,,ativo
4075,106,47,2020-02-03,,ativo
4076,198,206,2023-01-17,2023-02-11,atrasado
4077,113,114,2023-04-14,2023-04-30,atrasado
4078,95,72,2020-05-25,2020-06-14,finalizado
4079,190,224,2020-01-01,2020-01-30,atrasado
4080,62,244,2020-01-20,2020-02-07,atrasado
4081,73,51,2021-11-16,2021-12-10,finalizado
4082,116,125,2020-03-22,2020-04-15,atrasado
4083,194,229,2020-02-16,2020-02-17,atrasado
4084,57,199,2023-09-30,2023-10-18,finalizado
4085,32,125,2022-10-03,,ativo
4086,15,51,2022-04-10,2022-05-01,finalizado
4087,46,79,2023-11-25,2023-12-12,atrasado
4088,97,47,2023-04-27,,ativo
4089,176,243,2020-10-28,,ativo
4090,195,81,2020-07-08,,ativo
4091,110,166,2022-06-23,2022-07-11,atrasado
4092,80,119,2021-09-01,2021-09-06,atrasado
4093,95,72,2021-10-12,2021-10-29,atrasado
4094,84,79,2023-12-03,2023-12-30,finalizado
4095,190,33,2021-04-26,2021-04-27,atrasado
4096,76,116,2023-03-25,,ativo
4097,111,2,2022-10-29,2022-11-22,finalizado
4098,162,35,2021-11-25,2021-11-27,finalizado
4099,131,79,2022-03-21,2022-03-27,atrasado
4100,148,179,2020-03-09,,ativo
4101,95,185,2020-03-07,,ativo
4102,96,166,2020-08-25,,ativo
4103,106,22,2022-10-12,2022-11-02,finalizado
4104,134,110,2020-06-28,2020-07-19,atrasado
4105,17,69,2022-10-15,,ativo
4106,156,294,2022-09-23,2022-09-27,atrasado
4107,90,55,2023-01-25,2023-02-11,atrasado
4108,135,289,2023-04-18,2023-04-21,atrasado
4109,146,56,2023-10-08,2023-10-16,finalizado
4110,183,148,2022-12-11,2022-12-29,finalizado
4111,154,275,2021-09-26,2021-10-21,atrasado
4112,164,28,2021-04-03,2021-05-03,atrasado
4113,166,159,2023-09-19,2023-09-23,atrasado
4114,37,210,2020-10-16,2020-10-30,atrasado
4115,9,96,2021-10-25,2021-10-29,atrasado
4116,94,297,2022-01-09,,ativo
4117,176,113,2022-02-19,2022-03-16,finalizado
4118,49,276,2022-09-26,2022-10-22,atrasado
4119,43,169,2022-10-26,2022-11-04,finalizado
4120,12,47,2021-03-20,,ativo
4121,169,34,2021-12-20,,ativo
4122,101,89,2020-07-24,2020-08-08,atrasado
4123,174,173,2022-11-12,2022-12-11,atrasado
4124,69,89,2020-05-04,2020-05-26,finalizado
4125,155,158,2020-06-15,,ativo
4126,46,177,2020-01-08,2020-01-21,finalizado
4127,62,87,2021-07-07,,ativo
4128,37,12,2022-04-17,2022-05-12,finalizado
4129,57,231,2023-03-02,,ativo
4130,39,84,2023-10-10,2023-11-07,atrasado
4131,62,13,2023-05-06,2023-05-23,atrasado
4132,117,221,2022-06-12,2022-07-12,atrasado
4133,115,98,2021-10-03,2021-10-25,finalizado
4134,199,105,2022-04-20,2022-04-23,finalizado
4135,16,105,2022-05-14,2022-05-15,finalizado
4136,58,194,2021-05-31,2021-06-19,atrasado
4137,161,91,2022-11-25,2022-12-02,atrasado
4138,28,215,2023-03-18,2023-03-28,atrasado
4139,25,184,2021-10-27,2021-11-04,finalizado
4140,71,66,2022-01-10,2022-01-13,atrasado
4141,10,232,2023-07-26,2023-07-28,finalizado
4142,71,296,2023-10-07,2023-10-29,finalizado
4143,154,203,2020-05-09,2020-06-05,finalizado
4144,59,226,2023-10-21,,ativo
4145,145,14,2020-02-21,2020-03-21,finalizado
4146,190,32,2020-11-12,,ativo
4147,2,146,2020-08-23,,ativo
4148,23,278,2023-03-04,2023-03-08,finalizado
4149,97,75,2020-01-28,2020-02-17,atrasado
4150,190,252,2023-09-13,2023-09-20,atrasado
4151,29,188,2020-10-21,2020-10-27,finalizado
4152,107,141,2022-04-13,2022-04-26,atrasado
4153,116,157,2022-03-16,2022-04-01,atrasado
4154,127,123,2021-03-31,2021-04-23,finalizado
4155,197,246,2021-03-25,,ativo
4156,72,159,2022-02-23,2022-02-27,finalizado
4157,112,197,2021-06-15,2021-07-10,finalizado
4158,60,226,2021-08-21,2021-08-26,finalizado
4159,24,86,2023-10-23,2023-11-14,finalizado
4160,69,298,2020-02-04,2020-03-03,atrasado
4161,58,153,2021-09-12,2021-10-11,atrasado
4162,110,255,2020-08-06,,ativo
4163,81,160,2020-07-07,2020-07-22,atrasado
4164,74,283,2021-09-07,2021-09-17,atrasado
4165,8,221,2021-08-24,2021-08-27,finalizado
4166,108,280,2021-04-25,2021-04-27,atrasado
4167,18,24,2023-07-15,2023-08-03,finalizado
4168,59,173,2021-01-06,2021-01-24,atrasado
4169,86,103,2020-02-15,2020-03-07,finalizado
4170,53,227,2022-12-31,2023-01-15,atrasado
4171,162,76,2023-02-13,,ativo
4172,44,147,2020-10-20,2020-10-26,finalizado
4173,24,5,2021-05-11,2021-05-27,finalizado
4174,137,223,2021-09-03,2021-09-09,finalizado
4175,46,71,2021-12-16,,ativo
4176,102,197,2020-03-11,,ativo
4177,122,283,2020-03-30,2020-04-18,finalizado
4178,68,230,2022-07-07,2022-08-04,finalizado
4179,80,234,2023-12-02,,ativo
4180,46,197,2022-05-24,,ativo
4181,83,22,2023-01-02,2023-01-13,finalizado
4182,43,34,2020-08-11,,ativo
4183,15,131,2021-03-06,2021-03-21,finalizado
4184,25,77,2022-03-09,2022-03-26,finalizado
4185,150,125,2021-06-16,2021-07-07,finalizado
4186,30,87,2020-01-31,2020-02-10,finalizado
4187,34,204,2023-03-02,,ativo
4188,64,200,2022-06-02,,ativo
4189,31,21,2021-11-27,2021-12-13,finalizado
4190,191,20,2020-08-30,2020-09-04,finalizado
4191,104,205,2023-10-31,2023-11-29,finalizado
4192,197,299,2022-11-27,2022-12-22,atrasado
4193,113,76,2021-06-10,,ativo
4194,148,223,2023-05-20,2023-06-08,finalizado
4195,111,277,2021-04-30,2021-05-29,finalizado
4196,141,188,2022-09-30,2022-10-26,atrasado
4197,103,171,2021-08-14,,ativo
4198,113,149,2023-08-03,2023-08-19,atrasado
4199,120,150,2020-01-15,,ativo
4200,96,25,2021-07-28,2021-08-09,atrasado
4201,198,52,2023-01-25,2023-02-21,finalizado
4202,152,184,2020-12-08,2020-12-23,finalizado
4203,151,280,2021-06-18,,ativo
4204,200,178,2020-09-28,2020-10-28,finalizado
4205,168,60,2021-01-28,,ativo
4206,162,139,2022-12-03,,ativo
4207,162,145,2020-08-20,2020-08-30,atrasado
4208,15,98,2021-06-08,2021-07-01,atrasado
4209,198,80,2023-04-11,2023-04-28,finalizado
4210,93,226,2022-03-09,2022-03-22,atrasado
4211,52,41,2020-10-02,2020-10-31,finalizado
4212,175,79,2020-08-10,,ativo
4213,55,160,2023-06-30,2023-07-16,finalizado
4214,68,24,2020-08-21,2020-09-18,finalizado
4215,180,46,2020-03-30,,ativo
4216,146,154,2020-06-02,2020-06-05,finalizado
4217,94,237,2021-02-04,,ativo
4218,100,8,2023-08-23,,ativo
4219,29,204,2022-10-01,2022-10-14,atrasado
4220,87,136,2023-12-21,,ativo
4221,160,180,2020-07-21,2020-08-19,finalizado
4222,9,82,2023-04-17,,ativo
4223,125,288,2023-02-16,2023-03-08,atrasado
4224,111,269,2021-04-07,,ativo
4225,118,232,2022-06-15,2022-06-28,finalizado
4226,23,261,2022-09-03,,ativo
4227,20,115,2020-03-25,,ativo
4228,75,5,2023-11-03,,ativo
4229,88,38,2022-05-19,,ativo
4230,150,237,2021-10-07,2021-11-05,atrasado
4231,142,290,2023-06-04,,ativo
4232,60,257,2022-09-09,2022-10-01,atrasado
4233,59,169,2022-07-03,2022-07-20,finalizado
4234,73,8,2023-01-04,,ativo
4235,50,86,2020-10-26,,ativo
4236,67,278,2023-02-25,2023-03-19,atrasado
4237,154,255,2021-03-07,2021-03-11,atrasado
4238,125,231,2021-12-01,,ativo
4239,29,102,2020-05-07,,ativo
4240,65,123,2020-05-30,,ativo
4241,19,127,2021-09-05,2021-09-25,finalizado
4242,130,98,2022-10-03,2022-10-23,finalizado
4243,45,133,2022-02-01,2022-02-14,atrasado
4244,122,98,2021-10-19,2021-11-17,atrasado
4245,118,209,2023-12-10,,ativo
4246,140,266,2022-02-15,2022-03-16,finalizado
4247,139,238,2020-03-28,2020-04-05,finalizado
4248,157,289,2022-12-10,2022-12-11,atrasado
4249,200,112,2023-06-24,,ativo
4250,1,297,2021-02-28,2021-03-08,finalizado
4251,99,239,2022-05-01,,ativo
4252,172,130,2022-09-24,2022-10-18,atrasado
4253,56,27,2022-10-23,2022-10-31,finalizado
4254,112,135,2022-09-16,2022-10-08,atrasado
4255,18,46,2021-12-18,2022-01-02,atrasado
4256,92,156,2020-02-16,,ativo
4257,172,150,2022-04-15,,ativo
4258,59,294,2023-11-28,2023-11-30,atrasado
4259,75,30,2023-08-04,2023-08-15,atrasado
4260,61,243,2020-05-20,2020-06-01,atrasado
4261,28,249,2023-12-04,2023-12-10,finalizado
4262,95,38,2023-12-02,2023-12-21,finalizado
4263,39,295,2023-10-07,,ativo
4264,51,163,2022-10-09,2022-11-01,finalizado
4265,78,216,2021-12-16,2022-01-11,finalizado
4266,64,122,2020-04-10,2020-04-18,atrasado
4267,28,14,2020-03-16,2020-04-08,atrasado
4268,99,79,2020-04-13,,ativo
4269,108,208,2023-09-07,2023-09-30,atrasado
4270,178,108,2020-12-28,2021-01-20,atrasado
4271,101,74,2023-01-18,2023-02-05,finalizado
4272,7,47,2023-12-19,2024-01-01,finalizado
4273,23,258,2023-03-08,2023-03-23,finalizado
4274,141,21,2022-09-13,,ativo
4275,79,104,2021-12-29,2022-01-02,atrasado
4276,38,222,2020-10-31,2020-11-09,finalizado
4277,85,253,2020-10-23,,ativo
4278,33,67,2020-04-29,,ativo
4279,49,193,2021-10-20,,ativo
4280,105,171,2021-09-11,2021-09-27,atrasado
4281,9,14,2021-04-07,,ativo
4282,10,20,2022-06-20,2022-06-26,atrasado
4283,86,253,2023-01-28,2023-02-24,finalizado
4284,151,132,2022-02-07,2022-02-28,finalizado
4285,145,167,2020-07-04,,ativo
4286,99,95,2021-05-31,2021-06-25,atrasado
4287,98,273,2021-06-24,,ativo
4288,46,254,2021-01-06,,ativo
4289,133,33,2022-03-03,2022-03-12,atrasado
4290,194,40,2021-11-27,2021-12-22,finalizado
4291,17,145,2022-01-28,2022-02-26,atrasado
4292,123,40,2022-10-27,2022-11-04,finalizado
4293,53,253,2022-12-07,,ativo
4294,132,16,2020-10-16,,ativo
4295,20,60,2021-03-24,2021-04-10,finalizado
4296,200,67,2021-10-07,2021-10-31,finalizado
4297,151,57,2022-03-24,,ativo
4298,128,169,2023-09-25,2023-10-23,finalizado
4299,150,292,2023-04-18,2023-04-20,finalizado
4300,51,73,2022-02-12,,ativo
4301,9,2,2023-02-28,,ativo
4302,39,191,2021-05-21,2021-05-27,atrasado
4303,62,230,2022-10-24,,ativo
4304,177,158,2021-06-19,2021-06-24,finalizado
4305,93,20,2022-12-14,2022-12-24,atrasado
4306,177,232,2022-10-16,2022-11-12,finalizado
4307,30,38,2022-06-03,2022-07-03,finalizado
4308,99,288,2022-04-25,,ativo
4309,118,9,2020-09-18,2020-10-11,finalizado
4310,30,61,2020-11-16,2020-11-20,finalizado
4311,124,299,2022-04-08,2022-04-22,atrasado
4312,160,193,2020-02-23,,ativo
4313,132,3,2022-05-07,,ativo
4314,176,278,2023-09-21,2023-10-18,atrasado
4315,12,77,2023-11-18,2023-12-09,atrasado
4316,40,232,2022-11-13,,ativo
4317,200,126,2023-12-24,2023-12-28,atrasado
4318,170,252,2022-04-22,2022-05-03,atrasado
4319,7,40,2020-03-14,2020-03-23,atrasado
4320,33,175,2020-10-22,,ativo
4321,7,107,2021-06-16,2021-06-20,finalizado
4322,24,82,2020-09-06,2020-09-24,finalizado
4323,34,68,2021-01-03,2021-01-09,finalizado
4324,59,67,2022-09-18,2022-09-25,finalizado
4325,145,63,2021-10-06,,ativo
4326,159,216,2022-11-17,2022-12-03,atrasado
4327,39,156,2020-08-09,2020-08-18,finalizado
4328,186,235,2022-02-14,,ativo
4329,30,232,2023-04-07,2023-04-18,atrasado
4330,45,91,2023-06-10,2023-06-30,atrasado
4331,114,206,2020-02-08,2020-02-21,finalizado
4332,149,149,2020-02-11,,ativo
4333,52,183,2023-11-23,2023-12-16,finalizado
4334,27,11,2020-11-26,2020-12-22,atrasado
4335,143,2,2020-09-25,,ativo
4336,73,248,2022-10-30,2022-11-27,atrasado
4337,116,40,2020-10-15,2020-10-28,finalizado
4338,91,167,2022-04-13,2022-04-25,atrasado
4339,79,261,2020-05-11,,ativo
4340,64,131,2020-06-12,,ativo
4341,1,171,2020-06-21,2020-06-28,finalizado
4342,93,18,2022-08-22,2022-08-26,finalizado
4343,102,245,2020-12-13,2021-01-09,finalizado
4344,32,34,2023-12-05,2023-12-13,finalizado
4345,182,88,2022-12-27,,ativo
4346,67,253,2020-11-12,2020-12-05,finalizado
4347,7,153,2023-04-02,2023-04-21,atrasado
4348,189,280,2020-09-16,,ativo
4349,156,218,2022-05-23,2022-06-10,atrasado
4350,99,220,2022-07-31,,ativo
4351,113,171,2020-01-03,,ativo
4352,185,290,2021-12-27,,ativo
4353,3,128,2021-04-01,2021-04-20,atrasado
4354,155,179,2023-11-30,2023-12-03,finalizado
4355,200,279,2020-04-19,2020-05-10,finalizado
4356,198,127,2022-01-31,2022-02-09,atrasado
4357,59,13,2021-09-28,2021-10-16,atrasado
4358,178,23,2022-09-30,2022-10-30,atrasado
4359,110,77,2023-03-12,,ativo
4360,60,112,2023-11-21,2023-12-09,atrasado
4361,91,37,2022-12-22,2023-01-14,atrasado
4362,197,200,2022-09-09,2022-09-20,finalizado
4363,56,185,2023-07-09,,ativo
4364,139,74,2022-05-05,2022-05-08,atrasado
4365,53,57,2021-01-13,2021-01-23,atrasado
4366,14,244,2020-07-12,2020-08-04,finalizado
4367,200,106,2020-10-02,,ativo
